Code,Mfr,Model,Type,Horsepower,Thrust
60014,TURBOMECA,ASTAZOU XIVC,Turbo-prop,776,
60015,TURBOMECA,ARRIUS 2B1,Turbo-shaft,577,
60016,TURBOMECA,ASTAZOUXV111A,Turbo-shaft,871,
60017,TURBOMECA,ASTAZOU XIV B,Turbo-shaft,592,
60018,TURBOMECA,ASTAZOU XIV H,Turbo-shaft,592,
60019,TURBOMECA,MARBORE II F3,Turbo-jet,1000,
60020,TURBOMECA,ASTAZOU SER,Turbo-shaft,1050,
60021,TURBOMECA,ASTAZOU XIVC1,Turbo-prop,776,
60022,TURBOMECA,ASTAZOU XVIF1,Turbo-prop,839,
60023,TURBOMECA,ASTAZOU XVIC1,Turbo-prop,912,
60024,TURBOMECA,ASTAZOU XVI-F,Turbo-prop,912,
60025,TURBOMECA,ASTAZOU II C,Turbo-prop,555,
60026,TURBOMECA,ASTAZOU II D,Turbo-prop,473,
60027,TURBOMECA,ASTAZOU II E,Turbo-prop,553,
60028,TURBOMECA,ASTAZOU II G,Turbo-prop,553,
60029,TURBOMECA,ASTAZOU II J,Turbo-prop,473,
60030,TURBOMECA,ARRIEL 1SER,Turbo-shaft,681,
60031,TURBOMECA,ARRIEL SERIES,Turbo-shaft,985,
60032,TURBOMECA,ARRIEL 1S1,Turbo-shaft,725,
60033,TURBOMECA,ARRIEL 1K1,Turbo-shaft,738,
60034,TURBOMECA,ARRIEL 1E,Turbo-shaft,626,
60035,TURBOMECA,ARRIEL 1E2,Turbo-shaft,708,
60036,TURBOMECA,ARRIEL 2S2,Turbo-shaft,817,
60037,TURBOMECA,ARRIEL 2B,Turbo-shaft,747,
60038,TURBOMECA,ARRIEL 2C1,Turbo-shaft,779,
60039,TURBOMECA,ARRIEL 2C2,Turbo-shaft,821,
60040,TURBOMECA,MAKILA SERIES,Turbo-shaft,1835,
60041,TURBOMECA,ARRIEL 1M,Turbo-shaft,650,
60042,TURBOMECA,ARRIEL 1B,Turbo-shaft,641,
60043,TURBOMECA,ARRIEL 1,Turbo-shaft,641,
60044,TURBOMECA,ARRIEL 1A,Turbo-shaft,625,
60045,TURBOMECA,ARRIEL 1A1,Turbo-shaft,630,
60046,TURBOMECA,ARRIEL 1A2,Turbo-shaft,630,
60047,TURBOMECA,ARRIEL 1B2,Turbo-shaft,641,
60048,TURBOMECA,ARRIEL 1D,Turbo-shaft,684,
60049,TURBOMECA,ARRIEL 1C,Turbo-shaft,659,
60050,TURBOMECA,ARRIEL 1C1,Turbo-shaft,705,
60051,TURBOMECA,ARRIEL 1C2,Turbo-shaft,738,
60052,TURBOMECA,ARRIEL 1S,Turbo-shaft,701,
60053,TURBOMECA,ARRIEL 1D1,Turbo-shaft,712,
60054,TURBOMECA,ARRIEL 2C,Turbo-shaft,779,
60055,TURBOMECA,ARRIUS 2K1,Turbo-shaft,450,
60056,TURBOMECA,ARRIEL 2B1,Turbo-shaft,747,
60057,TURBOMECA,ARRIEL 2S1,Turbo-shaft,833,
60058,TURBOMECA,ASTAZOU II K,Turbo-prop,553,
60059,TURBOMECA,ASTAZOU XIIH1,Turbo-prop,671,
60060,TURBOMECA,ARTOUSTE IIB1,Turbo-shaft,400,
60061,TURBOMECA,ARTOUSTE IIC,Turbo-shaft,400,
60062,TURBOMECA,ARTOUSTE IIC1,Turbo-shaft,400,
60063,TURBOMECA,ARTOUSTE IIC2,Turbo-shaft,400,
60064,TURBOMECA,ARTOUSTE IIC5,Turbo-shaft,400,
60065,TURBOMECA,ARTOUSTE IIC6,Turbo-shaft,400,
60066,TURBOMECA,ARTOUSTEIIIB1,Turbo-shaft,858,
60067,TURBOMECA,ARTOUSTE IIID,Turbo-shaft,858,
60068,TURBOMECA,ARRIUS 2B1A,Turbo-shaft,613,
60069,TURBOMECA,ARRIUS 2K1,Turbo-shaft,676,
60070,TURBOMECA,MARBORE VIC,Turbo-jet,1060,
60071,TURBOMECA,BASTAN VI-C1,Turbo-prop,1057,
60072,TURBOMECA,MAKILA 1A,Turbo-shaft,1662,
60073,TURBOMECA,MAKILA 1A1,Turbo-shaft,1819,
60074,TURBOMECA,MAKILA 1A2,Turbo-shaft,1732,
60075,TURBOMECA,TURMO III C5,Turbo-shaft,1350,
60076,TURBOMECA,TURMO IVA,Turbo-shaft,1274,
60077,TURBOMECA,TURMO IVC,Turbo-shaft,1495,
60078,TURBOMECA,MARBORE VIJ,Turbo-jet,,1100
60079,TURBOMECA,MAKILA 2A,Turbo-shaft,1746,
60080,TURBOMECA,ARRIEL 2D,Turbo-shaft,802,
60081,TURBOMECA,ASTAZOU XIVM1,Turbo-shaft,870,
60085,TURBOMECA,ARRIUS 2R,Turbo-shaft,505,
60088,TURBOMECA,ASTAZOU IIIC2,Turbo-shaft,590,
60090,TURBOMECA,MAKILA 2A1,Turbo-shaft,1746,
60500,T-MOTOR,U15XXL,Electric,38,
60501,T-MOTOR,U15II KV100,Electric,,79
61501,U/A CANADA,PT6 SER 578HP,Turbo-prop,550,
61502,U/A CANADA,PT6 SER 578HP,Turbo-shaft,550,
61503,U/A CANADA,PT6B-9,Turbo-shaft,550,
61504,U/A CANADA,PT6A-27-28,Turbo-prop,680,
61505,U/A CANADA,PT6A-6,Turbo-prop,550,
61506,U/A CANADA,PT6A-29,Turbo-prop,750,
61507,U/A CANADA,PT6A-6A&6B,Turbo-prop,550,
61508,U/A CANADA,PT6A SERIES,Turbo-prop,715,
61525,U/A CANADA,PT6A-25,Turbo-prop,550,
61534,U/A CANADA,PT6A-34,Turbo-prop,750,
61541,U/A CANADA,PT6A-41,Turbo-prop,850,
61550,U/A CANADA,PT6T SERIES,Turbo-shaft,900,
61551,U/A CANADA,PT6T-3,Turbo-shaft,900,
61552,U/A CANADA,PT6T-3A,Turbo-shaft,900,
61553,U/A CANADA,PT6T-3B,Turbo-shaft,900,
61554,U/A CANADA,PT6T-3BE,Turbo-shaft,900,
61555,U/A CANADA,PT6T-6,Turbo-shaft,925,
61556,U/A CANADA,PT6T-3D,Turbo-shaft,900,
61557,U/A CANADA,PT6T-3DE,Turbo-shaft,900,
61558,U/A CANADA,PT6T-3DF,Turbo-shaft,900,
61559,U/A CANADA,PT6T-3BF,Turbo-shaft,900,
61560,U/A CANADA,PT6T-3BG,Turbo-shaft,900,
61561,U/A CANADA,PT6T-9,Turbo-shaft,928,
61562,U/A CANADA,JT15D-1,Turbo-fan,,2200
61563,U/A CANADA,JT15D-4,Turbo-fan,,2500
61564,U/A CANADA,PT6A-6A,Turbo-prop,550,
61565,U/A CANADA,PT6A-6B,Turbo-prop,550,
61566,U/A CANADA,PT6A-11,Turbo-prop,500,
61567,U/A CANADA,PT6A-11AG,Turbo-prop,500,
61568,U/A CANADA,PT6A-20,Turbo-prop,550,
61569,U/A CANADA,PT6A-20A,Turbo-prop,550,
61570,U/A CANADA,PT6A-20B,Turbo-prop,550,
61571,U/A CANADA,PT6A-6/C20,Turbo-prop,550,
61572,U/A CANADA,PT6A-21,Turbo-prop,550,
61573,U/A CANADA,PT6A-25A,Turbo-prop,550,
61574,U/A CANADA,PT6A-25C,Turbo-prop,750,
61575,U/A CANADA,PT6A-15AG,Turbo-prop,680,
61576,U/A CANADA,PT6A-27,Turbo-prop,680,
61577,U/A CANADA,PT6A-28,Turbo-prop,680,
61578,U/A CANADA,PT6A-34AG,Turbo-prop,750,
61579,U/A CANADA,PT6A-34B,Turbo-prop,750,
61580,U/A CANADA,PT6A-36,Turbo-prop,750,
61581,U/A CANADA,PT6A-110,Turbo-prop,475,
61582,U/A CANADA,PT6A-112,Turbo-prop,500,
61583,U/A CANADA,PT6A-114,Turbo-prop,600,
61584,U/A CANADA,PT6A-114A,Turbo-prop,675,
61585,U/A CANADA,PT6A-116,Turbo-prop,700,
61586,U/A CANADA,PT6A-121,Turbo-prop,615,
61587,U/A CANADA,PT6A-135,Turbo-prop,750,
61588,U/A CANADA,PT6A-135A,Turbo-prop,750,
61589,U/A CANADA,PT6D-114A,Turbo-prop,680,
61590,U/A CANADA,PT6A-35,Turbo-prop,750,
61591,U/A CANADA,PT6A-38,Turbo-prop,750,
61592,U/A CANADA,PT6A-40,Turbo-prop,700,
61593,U/A CANADA,PT6A-41AG,Turbo-prop,850,
61594,U/A CANADA,PT6A-42,Turbo-prop,850,
61595,U/A CANADA,PT6A-42A,Turbo-prop,850,
61596,U/A CANADA,PT6A-45,Turbo-prop,1120,
61597,U/A CANADA,PT6A-45A,Turbo-prop,1173,
61598,P&W CANADA,PT6A-45B,Turbo-prop,1173,
61599,U/A CANADA,PT6A-45R,Turbo-prop,1197,
61600,U/A CANADA,PT6A-50,Turbo-prop,1120,
61601,U/A CANADA,PT6A-60,Turbo-prop,1050,
61602,U/A CANADA,PT6A-60A,Turbo-prop,1050,
61603,U/A CANADA,PT6A-61,Turbo-prop,850,
61604,U/A CANADA,PT6A-61A,Turbo-prop,850,
61605,U/A CANADA,PT6A-60AG,Turbo-prop,1050,
61606,U/A CANADA,PT6A-65B,Turbo-prop,1173,
61607,U/A CANADA,PT6A-65R,Turbo-prop,1376,
61608,U/A CANADA,PT6A-65AR,Turbo-prop,1424,
61609,U/A CANADA,PT6A-65AG,Turbo-prop,1300,
61610,U/A CANADA,PT6B-35F,Turbo-shaft,650,
61716,POWER 4 FL,B29I,2 Cycle,2,
61995,ULPOWER,260 ISA,Reciprocating,107,
61998,ULPOWER,UL260I,Reciprocating,97,
61999,ULPOWER,UL260IS,Reciprocating,107,
62000,ULPOWER,UL350IS,4 Cycle,130,
62001,ULPOWER,350I,4 Cycle,118,
62002,ULPOWER,UL 520 SERIES,4 Cycle,220,
62003,ULPOWER,UL350I,4 Cycle,118,
62010,ULPOWER,390IS,Reciprocating,145,
63001,UNIVERSAL,VELIE M5,Reciprocating,65,
63045,ULPOWER,520IS,Reciprocating,180,
63046,ULPOWER,350IS,4 Cycle,130,
63203,AEROTEC,O-320,Reciprocating,150,
63300,UEL,AR-741-1100,4 Cycle,38,
63400,VOLVO FLYG,RM6C,Turbo-jet,,17650
63501,VOLKSWAGEN,CONVERSION,Reciprocating,36,
63502,VOLKSWAGEN,2130,4 Cycle,60,
63503,VOLKSWAGEN,2165CC,Reciprocating,160,
63504,VOLKSWAGEN,2400,4 Cycle,100,
63505,VOLKSWAGEN,1600CC,Reciprocating,60,
63506,VOLKSWAGEN,1800 CC SERIE,Reciprocating,65,
63507,VOLKSWAGEN,TYPE 1,4 Cycle,40,
63508,VOLKSWAGEN,2180CC,4 Cycle,120,
63509,VOLKSWAGEN,2276CC,4 Cycle,180,
63510,VOLKSWAGEN,1700 CC,Reciprocating,80,
63511,VOLKSWAGEN,AEROVEE 2180,4 Cycle,80,
63601,VEDENEYEV,M14P,Reciprocating,350,
63602,VEDENEYEV,M-14D,Reciprocating,220,
63603,VEDENEYEV,M14B,Reciprocating,360,
63604,VEDENEYEV,M-9F,Reciprocating,450,
63605,VEDENEYEV,M14-PF,Reciprocating,400,
63694,VIKING HON,1.5L,Reciprocating,205,
63698,VIKING HON,R18Z9,Reciprocating,141,
63699,VIKING HON,FIT 130 L15B1,Reciprocating,130,
63700,VIKING,110,Reciprocating,110,
63701,VERNER MTR,133MK,2 Cycle,84,
63702,VERNER MTR,VM133M,4 Cycle,81,
63703,VERNER,SVS-1400,4 Cycle,80,
63704,VERNER,SCARLETT 5S,4 Cycle,76,
63705,VERNER,SCARLETT 7U,4 Cycle,101,
63706,VERNER,SCARLETT 5VL,4 Cycle,44,
63707,VERNER,SCARLETT 9S,4 Cycle,134,
63801,VALLEY ENG,BIG TWIN,Reciprocating,32,
63802,VALLEY ENG,VOLKSWAGON,Reciprocating,36,
63900,VANDERSARL,40,Reciprocating,40,
63989,VIKING,90,Reciprocating,90,
63990,VIKING,180,Reciprocating,180,
63991,VIKING,150,Reciprocating,150,
63995,VIKING,195T,Reciprocating,195,
63998,VIKING,130,Reciprocating,130,
63999,VIKING,130 GDI,Reciprocating,170,
64001,WALTER,NZ,Reciprocating,120,
64002,WALTER,M601 SER,Reciprocating,751,
64003,WALTER,M601 SER,Turbo-prop,777,
64004,WALTER,M337,Reciprocating,210,
64005,WALTER,601D,Turbo-prop,724,
64006,WALTER,M601E-11,Turbo-prop,751,
64007,WALTER,M601E-11S,Turbo-prop,751,
64008,WALTER,M601E-11A,Turbo-prop,705,
64009,WALTER,M601E-11AS,Turbo-prop,705,
64010,WALTER,M601F,Turbo-prop,777,
64011,WALTER,M601D-11,Turbo-prop,604,
64012,WALTER,601E,Turbo-prop,750,
64013,WALTER,601EX,Turbo-prop,750,
64101,WALT MINOR,4 111,Reciprocating,105,
64102,WALT MINOR,MINOR 6 III,Reciprocating,160,
64203,AEROTECNIK,MIKRON III,Reciprocating,65,
64501,WARNER,SCA JR SERIES,Reciprocating,90,
64502,WARNER,SCARAB SERIES,Reciprocating,125,
64503,WARNER,SS40&50,Reciprocating,90,
64504,WARNER,SS165 SERIES,Reciprocating,175,
64505,WARNER,SS185 SERIES,Reciprocating,200,
64506,WARNER,SS50A,Reciprocating,145,
64507,GEORGE OLS,40,Reciprocating,90,
64508,GEORGE OLS,50,Reciprocating,90,
64509,WARNER,165,Reciprocating,175,
64510,WARNER,165-A,Reciprocating,175,
64511,WARNER,165-B,Reciprocating,175,
64512,WARNER,165-D,Reciprocating,175,
64513,WARNER,185,Reciprocating,200,
64514,WARNER,185J,Reciprocating,200,
64515,WARNER,185K,Reciprocating,200,
64517,WARNER,SUPER 40,Reciprocating,145,
64518,WARNER,SUPER 50,Reciprocating,145,
64532,SABRINA,0-200-A,Reciprocating,100,
64533,SABRINA,HEATHER 1,Reciprocating,100,
65003,WEST BEND,82006,Reciprocating,7,
65501,WESTINGHSE,24C4D-1,Turbo-jet,,3250
65502,WESTINGHSE,J34WE & J30D,Turbo-jet,,3400
65503,WESTINGHSE,J34-WE-34,Turbo-jet,,3250
65504,WESTINGHSE,J34-WE-34-1,Turbo-jet,,3250
65505,WESTINGHSE,J34-WE-34-2,Turbo-jet,,3250
65506,WESTINGHSE,W-340,Turbo-jet,,3400
65507,WESTINGHSE,W-340-1,Turbo-jet,,3400
65508,WESTINGHSE,W-340-2,Turbo-jet,,3400
65532,SABRINA,HEATHER 1,Unknown,100,
65596,SIMONINI,VICTOR 2 SUPR,Reciprocating,110,
66000,WILLIAMS,FJ 44 SERIES,Turbo-fan,,1900
66001,WILLIAMS,FJ22,Turbo-jet,1800,
66002,WILLIAMS,FJ44-1A,Turbo-fan,,1900
66003,WILLIAMS,FJ44-1AP,Turbo-fan,,1965
66004,WILLIAMS,FJ44-2A,Turbo-fan,,2300
66005,WILLIAMS,FJ44-2C,Turbo-fan,,2400
66006,WILLIAMS,FJ44-3A,Turbo-fan,,2820
66007,WILLIAMS,FJ44-3A-24,Turbo-fan,,2490
66008,WILLIAMS,FJ33-4A-15,Turbo-fan,,1568
66009,WILLIAMS,FJ33-4,Turbo-fan,,1500
66010,WILLIAMS,FJ44-4A-32,Turbo-fan,,3227
66011,WILLIAMS,FJ44-4A,Turbo-fan,,3443
66012,WILLIAMS,FJ33-4A-19,Turbo-fan,,1568
66013,WILLIAMS,FJ44-4A-QPM,Turbo-fan,,3433
66015,WILLIAMS,FJ33-5A,Turbo-fan,,2000
66750,WRIGHT,742C14BB2,Reciprocating,1900,
66751,WRIGHT,742C14BB3,Reciprocating,1900,
66752,WRIGHT,R-975E,Reciprocating,330,
66753,WRIGHT,R-540E,Reciprocating,175,
66754,WRIGHT,GR-540E,Reciprocating,175,
66755,WRIGHT,R-760E,Reciprocating,250,
66756,WRIGHT,R-600,Reciprocating,185,
66757,WRIGHT,HISPANO A,Reciprocating,150,
66758,WRIGHT,R-975C,Reciprocating,400,
66759,WRIGHT,GR-975C,Reciprocating,400,
66760,WRIGHT,SR-1820F-2,Reciprocating,715,
66761,WRIGHT,R-1820F-A,Reciprocating,770,
66762,WRIGHT,SGR-1820F-2,Reciprocating,700,
66763,WRIGHT,GR-1820F-2A,Reciprocating,750,
66764,WRIGHT,GR-1820F-52,Reciprocating,750,
66765,WRIGHT,GR-1820F-2A,Reciprocating,750,
66766,WRIGHT,SR-1820F-52,Reciprocating,890,
66767,WRIGHT,SR-1820F-2B,Reciprocating,890,
66768,WRIGHT,SGR-1820F-56,Reciprocating,875,
66769,WRIGHT,SGR-1820F-2B,Reciprocating,875,
66770,WRIGHT,SGR-1820F-52A,Reciprocating,790,
66771,WRIGHT,R-1820F-62,Reciprocating,900,
66772,WRIGHT,GR-1820F-62,Reciprocating,900,
66773,WRIGHT,SR-1820F-31,Reciprocating,645,
66774,WRIGHT,SGR-1820F-31,Reciprocating,645,
66775,WRIGHT,SR-1820F-3,Reciprocating,710,
66776,WRIGHT,R-1820F-3A,Reciprocating,730,
66777,WRIGHT,SGR-1820F-3,Reciprocating,710,
66778,WRIGHT,GR-1820F-3A,Reciprocating,710,
66779,WRIGHT,737C9HD1,Reciprocating,1425,
66780,WRIGHT,737C9HD2,Reciprocating,1425,
66781,WRIGHT,737C9HD3,Reciprocating,1425,
66782,WRIGHT,737C9HD4,Reciprocating,1425,
66783,WRIGHT,736C9HD1,Reciprocating,1425,
66784,WRIGHT,736C9HD2,Reciprocating,1425,
66785,WRIGHT,736C9HD3,Reciprocating,1425,
66786,WRIGHT,73C9HD4,Reciprocating,1425,
66787,WRIGHT,740C9HD1,Reciprocating,1425,
66788,WRIGHT,740C9HD2,Reciprocating,1425,
66789,WRIGHT,987C9HD1,Reciprocating,1425,
66790,WRIGHT,977C9HD1,Reciprocating,1425,
66791,WRIGHT,977C9HD2,Reciprocating,1425,
66792,WRIGHT,977C9HD3,Reciprocating,1425,
66793,WRIGHT,R-1820F-56,Reciprocating,785,
66794,WRIGHT,GR-1820F-56,Reciprocating,770,
66795,WRIGHT,R-1820-40,Reciprocating,1200,
66796,WRIGHT,R-1820-60,Reciprocating,1200,
66797,WRIGHT,R-1820-40C,Reciprocating,1200,
66798,WRIGHT,R-1820-71,Reciprocating,1200,
66799,WRIGHT,R-1820-97,Reciprocating,1200,
66800,WRIGHT,R-1820-99,Reciprocating,1200,
66801,WRIGHT,R-1820-45,Reciprocating,930,
66802,WRIGHT,R-1820-50,Reciprocating,950,
66803,WRIGHT,R-1820-62,Reciprocating,1350,
66804,WRIGHT,R-1820-62A,Reciprocating,1350,
66805,WRIGHT,R-1820-62M2,Reciprocating,1350,
66806,WRIGHT,R-1820-62AM2,Reciprocating,1350,
66807,WRIGHT,R-1820-70,Reciprocating,1350,
66808,WRIGHT,R-1820-70M1,Reciprocating,1350,
66809,WRIGHT,R-1820-56AM1,Reciprocating,1200,
66810,WRIGHT,R-1820-56AM1,Reciprocating,1200,
66811,WRIGHT,R-1820-56M5,Reciprocating,1200,
66812,WRIGHT,R-1820-56AM5,Reciprocating,1200,
66813,WRIGHT,R-1820-62M1,Reciprocating,1200,
66814,WRIGHT,R-1820-62AM1,Reciprocating,1200,
66815,WRIGHT,R-1820-66M2,Reciprocating,1200,
66816,WRIGHT,R-1820-72M2,Reciprocating,1200,
66817,WRIGHT,R-1820-72AM2,Reciprocating,1200,
66818,WRIGHT,R-1820-72AM5,Reciprocating,1410,
66819,WRIGHT,R-1820-72AM6,Reciprocating,1410,
66820,WRIGHT,R-1820-74,Reciprocating,1425,
66821,WRIGHT,R-1820-76A,Reciprocating,1425,
66822,WRIGHT,R-1820-76B,Reciprocating,1425,
66823,WRIGHT,R-1820-76AM1,Reciprocating,1425,
66824,WRIGHT,R-1820-76BM1,Reciprocating,1425,
66825,WRIGHT,R-1820-103,Reciprocating,1425,
66826,WRIGHT,R-1820-103A,Reciprocating,1425,
66827,WRIGHT,R-1820-103M1,Reciprocating,1425,
66828,WRIGHT,R-1820-103AM1,Reciprocating,1425,
66829,WRIGHT,R-975,Reciprocating,330,
66830,WRIGHT,R-1820-76D,Reciprocating,1425,
66850,WRIGHT,R760,Reciprocating,250,
66851,WILLIAMS,FJ44-3AP,Turbo-fan,,3052
67000,WRIGHT,J-5,Reciprocating,220,
67001,WRIGHT,CHAL R600,Reciprocating,185,
67002,WRIGHT,CURTISS OX5,Reciprocating,90,
67003,WRIGHT,CURTISS 0XX6,Reciprocating,102,
67004,WRIGHT,GIPSY L320,Reciprocating,90,
67005,WRIGHT,HISPANO A&I,Reciprocating,150,
67006,WRIGHT,HISPANO E,Reciprocating,180,
67007,WRIGHT,WWJ SERIES,Reciprocating,220,
67008,WRIGHT,540,Reciprocating,175,
67009,WRIGHT,760A B D E&ET,Reciprocating,250,
67010,WRIGHT,760E-1,Reciprocating,300,
67011,WRIGHT,760E-2,Reciprocating,350,
67012,WRIGHT,975 A B D&E,Reciprocating,330,
67013,WRIGHT,739C18BA3,Reciprocating,2200,
67014,WRIGHT,975E-1,Reciprocating,365,
67015,WRIGHT,975E&F-2&3,Reciprocating,475,
67016,WRIGHT,988TC18EA SER,Reciprocating,3400,
67017,WRIGHT,C7BA SERIES,Reciprocating,800,
67018,WRIGHT,1820F2 F2A,Reciprocating,750,
67019,WRIGHT,1820F2B-F52,Reciprocating,890,
67020,WRIGHT,R-1820 SER,Reciprocating,1475,
67021,WRIGHT,R-1820-66,Reciprocating,1350,
67022,WRIGHT,745C18BA3,Reciprocating,2200,
67023,WRIGHT,J-5A,Reciprocating,200,
67024,WRIGHT,1820F56,Reciprocating,785,
67025,WRIGHT,1820G-2-3&5,Reciprocating,1000,
67026,WRIGHT,1820G102 105,Reciprocating,1100,
67027,WRIGHT,C9GC&D SERIES,Reciprocating,1200,
67028,WRIGHT,C9HD SERIES,Reciprocating,1425,
67029,WRIGHT,C9HE SERIES,Reciprocating,1525,
67030,WRIGHT,C14AB AC BA,Reciprocating,1700,
67031,WRIGHT,C14BB SERIES,Reciprocating,1900,
67032,WRIGHT,C18BA SERIES,Reciprocating,2200,
67033,WRIGHT,C18BD SERIES,Reciprocating,2500,
67034,WRIGHT,C18CA CB SER,Reciprocating,2800,
67035,WRIGHT,745C18BA4,Reciprocating,2200,
67036,WRIGHT,749C18BD1,Reciprocating,2500,
67037,WRIGHT,TC18DA SERIES,Reciprocating,3250,
67038,WRIGHT,TC18EA SERIES,Reciprocating,3700,
67039,WRIGHT,J65-W SERIES,Turbo-jet,770,
67040,WRIGHT,R-3350-34&91,Turbo-jet,325,
67041,WRIGHT,R3350-42,Reciprocating,3250,
67042,WRIGHT,R3350-32WA,Reciprocating,2900,
67043,WRIGHT,749C18BD3,Reciprocating,2500,
67044,WRIGHT,702C9GC1,Reciprocating,1200,
67045,WRIGHT,702C9GC2,Reciprocating,1200,
67046,WRIGHT,702C9GC3,Reciprocating,1200,
67047,WRIGHT,702C9GC4,Reciprocating,1200,
67048,WRIGHT,702C9GC5,Reciprocating,1200,
67049,WRIGHT,702C9GC6,Reciprocating,1200,
67050,WRIGHT,R-2600 SER,Reciprocating,1700,
67051,WRIGHT,728C9GC1,Reciprocating,1200,
67052,WRIGHT,728C9GC2,Reciprocating,1200,
67053,WRIGHT,728C9GC3,Reciprocating,1200,
67054,WRIGHT,728C9GC4,Reciprocating,1200,
67055,WRIGHT,728C9GC5,Reciprocating,1200,
67056,WRIGHT,728C9GC6,Reciprocating,1200,
67057,WRIGHT,730C9GD1,Reciprocating,1200,
67058,WRIGHT,730C9GD2,Reciprocating,1200,
67059,WRIGHT,R3350-26WD,Reciprocating,2700,
67060,WRIGHT,R-1300 SER,Reciprocating,700,
67061,WRIGHT,R-1300-1B,Reciprocating,800,
67062,WRIGHT WW,J4-B,Reciprocating,102,
67063,WRIGHT,R3350 SERIES,Reciprocating,2200,
67064,WRIGHT,730C9GD3,Reciprocating,1200,
67065,WRIGHT,730C9GD4,Reciprocating,1200,
67066,WRIGHT,730C9GD5,Reciprocating,1200,
67067,WRIGHT,730C9GD6,Reciprocating,1200,
67068,WRIGHT,704C9GC1,Reciprocating,1200,
67069,WRIGHT,704C9GC2,Reciprocating,1200,
67070,WRIGHT,704C9GC3,Reciprocating,1200,
67071,WRIGHT,704C9GC4,Reciprocating,1200,
67072,WRIGHT,704C9GC5,Reciprocating,1200,
67073,WRIGHT,731C9GC1,Reciprocating,1200,
67074,WRIGHT,731C9GC2,Reciprocating,1200,
67075,WRIGHT,R-975E-3,Reciprocating,450,
67076,WRIGHT,955C9HE1,Reciprocating,1475,
67077,WRIGHT,959C9HE1,Reciprocating,1475,
67078,WRIGHT,961C9HE1,Reciprocating,1475,
67079,WRIGHT,969C9HE1,Reciprocating,1475,
67080,WRIGHT,969C9HE2,Reciprocating,1475,
67081,WRIGHT,960C9HE1,Reciprocating,1475,
67082,WRIGHT,962C9HE1,Reciprocating,1475,
67083,WRIGHT,963C9HE1,Reciprocating,1475,
67084,WRIGHT,968C9HE1,Reciprocating,1475,
67085,WRIGHT,967C9HE2,Reciprocating,1475,
67086,WRIGHT,968C9HE2,Reciprocating,1475,
67087,WRIGHT,960C9HE2,Reciprocating,1475,
67088,WRIGHT,962C9HE2,Reciprocating,1475,
67089,WRIGHT,963C9HE2,Reciprocating,1475,
67090,WRIGHT,955C9HE2,Reciprocating,1475,
67091,WRIGHT,959C9HE2,Reciprocating,1475,
67092,WRIGHT,961C9HE2,Reciprocating,1475,
67093,WRIGHT,982C9HE1,Reciprocating,1525,
67094,WRIGHT,982C9HE3,Reciprocating,1475,
67095,WRIGHT,989C9HE1,Reciprocating,1525,
67096,WRIGHT,989C9HE2,Reciprocating,1525,
67097,WRIGHT,982C9HE2,Reciprocating,1475,
67098,WRIGHT,R-1820-80,Reciprocating,1475,
67099,WRIGHT,R-1820-82,Reciprocating,1525,
67100,WRIGHT,R-1820-82B,Reciprocating,1525,
67101,WRIGHT,956C18CA1,Reciprocating,2700,
67102,WRIGHT,975C18CB1,Reciprocating,2800,
67103,WRIGHT,972TC18DA1,Reciprocating,2650,
67104,WRIGHT,R-3350-34,Reciprocating,2650,
67105,WRIGHT,R-3350-91,Reciprocating,2650,
67106,WRIGHT,972TC18DA2,Reciprocating,2600,
67107,WRIGHT,972TC18DA3,Reciprocating,2700,
67108,WRIGHT,972TC18DA4,Reciprocating,2700,
67109,WRIGHT,981TC18EA1,Reciprocating,3700,
67110,WRIGHT,98TC18EA1,Reciprocating,3700,
67111,WRIGHT,98TC18EA3,Reciprocating,3700,
67112,WRIGHT,98TC18EA4,Reciprocating,3700,
67113,WRIGHT,98TC18EA6,Reciprocating,3700,
67114,WRIGHT,988TC18EA2,Reciprocating,3700,
67115,WRIGHT,988TC18EA5,Reciprocating,3700,
67116,WRIGHT,R-760-2,Reciprocating,235,
67117,WRIGHT,R-760-4,Reciprocating,235,
67118,WRIGHT,R-760-8,Reciprocating,235,
67119,WRIGHT,R-2600-3,Reciprocating,1600,
67120,WRIGHT,R-2600-8,Reciprocating,1700,
67121,WRIGHT,R-2600-11,Reciprocating,1600,
67122,WRIGHT,R-2600-13,Reciprocating,1700,
67123,WRIGHT,R-2600-20,Reciprocating,1900,
67124,WRIGHT,R-2600-23,Reciprocating,1600,
67125,WRIGHT,R-2600-29,Reciprocating,1700,
67126,WRIGHT,R-2600-29A,Reciprocating,1700,
67127,WRIGHT,R-2600-35,Reciprocating,1700,
67128,WRIGHT,R-1300-1A,Reciprocating,800,
67129,WRIGHT,R-1300-3,Reciprocating,800,
67130,WRIGHT,R-1300-3A,Reciprocating,800,
67131,WRIGHT,R-1300-3B,Reciprocating,800,
67132,WRIGHT,R-1300-3C,Reciprocating,800,
67134,WRIGHT,R-1300-3D,Reciprocating,800,
67135,WRIGHT,R-975-11,Reciprocating,450,
67136,WRIGHT,R-975-28,Reciprocating,450,
67137,WRIGHT,R-975-30,Reciprocating,450,
67138,WRIGHT,R-975-32,Reciprocating,450,
67139,WRIGHT,R-760E-2,Reciprocating,350,
67140,WRIGHT,R-1820G-5,Reciprocating,1000,
